Date	precipiation	humidity	temperature
2015-12	239.40	77.00	
2016-01	77.00		
2016-02	75.00		
2016-03	81.00		
2016-04	81.00		
2016-05	77.00		
2016-06	81.00		
2016-07	84.00		
2016-08	78.00		
2016-09	79.00		
2016-10	77.00		
2016-11	79.00		
2016-12	79.00		
